ID,Author,Content Length,Content
558465529828868106,DropTheChair,91,@here_ the server has been unnaturally content recently. Anything we could be doing better?
558465584635969575,DropTheChair,45,make a ping joke and i will actually mute you
558465584757473283,w334,4,Uhhh
558465587018334215,Commander Dodo,8,Ping bad
558465592152293376,weavens,10,suggestion
558465607016775694,weavens,15,rename to corny
558465610778935298,Commander Dodo,7,Oh shit
558465629204643841,DropTheChair,4,DODO
558465636322377738,DropTheChair,6,REALLY
558465645516423178,Puffle,16,This Is Passes 2
558465654244638750,Commander Dodo,18,That was a mistake
558465654269673483,w334,34,<@!324240386606497794> Ping bad😡😡😡
558465689879445551,Commander Dodo,32,You sent that as I sent ping bad
558465703209074708,raki,69,legitimate suggestion: please do not ping everyone when chat is dying
558465737245851707,DropTheChair,7,but why
558465750223028224,DropTheChair,21,why would you do that
558465795609460800,weavens,47,legitimate suggestion: We have too many m o d s
558465814269919232,Puffle,62,Additon to suggestion: ping random new kids when chat is dying
558465877989654549,DropTheChair,40,<@!195703008410075136>_ that's not true.
558465878610673664,raki,26,<@!195703008410075136> nah
558465886965465099,WalterClements3232,24,eliminate every no rolle
558465890341879839,Commander Dodo,55,It was supposed to be a le epic fortnite funny moment 😦
558465897673785346,raki,23,we used to have like 10
558465922872901642,WalterClements3232,30,like actually kill all of them
558465964375539776,DropTheChair,10,with guns?
558465964631654400,WalterClements3232,19,except for new ones
558465994402562062,Commander Dodo,43,Make gamer cat and gamer dog server mascots
558466007363223572,Puffle,45,When are we doing the official Rodrick Rules?
558466012664823811,weavens,36,we don't actually have too many mods
558466026547838986,WalterClements3232,17,do a manual prune
558466028816957440,weavens,16,but i do suggest
558466043069333504,DropTheChair,29,<@!205120509812277249>_ soon?
558466046122786816,weavens,18,we rename to corny
558466050459435009,weavens,8,for real
558466060076974080,DropTheChair,16,I'll ask Damien.
558466077827399690,weavens,23,i despise this new name
558466091060559872,weavens,18,it's just so wierd
558466107506294785,weavens,6,weird*
558466152397799424,Puffle,43,Aww shit what if we made our own like movie
558466152746057758,DropTheChair,20,Hey_ we voted on it.
558466175181389825,Puffle,23,We could call it an LLM
558466175676448778,WalterClements3232,37,the name suggests drop is a wimpy kid
558466207741640715,Glitzerate,47,Vro you're gonna be the next 2/10/19 everytwo 😕
558466215635451927,Commander Dodo,26,<@!205120509812277249> how
558466221088047104,Puffle,16,Looks Like Movie
558466223571075082,DropTheChair,41,we are all wimpy kids on this blessed day
558466287689400321,Puffle,62,<@!320039437801226260> The same way we make LLBs; shitty edits
558466320627138560,raki,17,please not cornys
558466325995978752,Commander Dodo,26,That’s not how movies work
558466334980046848,weavens,49,<@!220157259781636097> change your pfp from holly
558466342177472525,weavens,9,it creepy
558466347718410250,Puffle,8,Watch me
558466356224458763,DropTheChair,3,No.
558466362138427402,Glitzerate,25,no <@!195703008410075136>
558466373223841806,weavens,25,and cosgrove has big tits
558466392534286338,DropTheChair,13,what the fuck
558466395206189066,Glitzerate,12,kinda creepy
558466409668280322,weavens,7,oh fuck
558466420569276416,weavens,15,is she underage
558466420640448522,DropTheChair,0,
558466427926085632,weavens,4,shit
558466436750639114,WalterClements3232,62,the message it gives you when yu prune is "not seen in - days"
558466471995637770,weavens,6,I mean
558466474734256128,WalterClements3232,30,that means not online in 1 day
558466475581636628,weavens,4,uhhh
558466488302960644,WalterClements3232,13,with no roles
558466491599683594,weavens,30,she's not part of the gun gang
558466494435164180,Glitzerate,27,<a:what:504633866334765057>
558466495252791314,Puffle,64,<@!220157259781636097> hold up send PFP I'll make it even better
558466499069739018,Commander Dodo,11,Bruh moment
558466532460462118,WalterClements3232,44,not people who havent sent messages in 1 day
558466548063272970,Glitzerate,18,add a gun to holly
558466572184846338,DropTheChair,0,
558466583459266570,raki,44,Miranda Cosgrove made me wish I wis Lil Pump
558466631446167553,WalterClements3232,4,what
558466638001733632,raki,26,because shes kinda hot ngl
558466647040589828,WalterClements3232,7,oh yeah
558466647774461985,Commander Dodo,8,Ok incel
558466648714248193,PotassiumLover,251,"too many mods" how about you try being an admin and come across tons of weird shit that gets uploaded during hours in which most mods aren't online lmao. that's the purpose of certain mods_ it's because they're awake and active during those odd hours
558466714485129218,Commander Dodo,13,Lol feet pics
