ID,Author,Content Length,Content
558434617343082496,JarJar Stane,19,manny fucking sucks
558434645327216660,JarJar Stane,22,he is fucking terrible
558434711442292740,JarJar Stane,42,I wish he would just spontaneously combust
558434726315163796,>~{ᏩᎡᎪNᎠ}~<,7,Shut up
558434761346121728,JarJar Stane,4,no u
558435989413036062,JarJar Stane,31,I think Leon is secretely manny
558436019817545731,JarJar Stane,39,who else would be silencing manny hate?
558450343378288675,king of no one,16,Manny is a loser
558789437442621450,TSU_OWRYX,43,Dude who the fuck decided to let manny live
558789472901136404,TSU_OWRYX,20,He has no plot value
558789950938677271,Sgt Nate V,76,isn't he actually from a comic strip Jeff Kinney used to do before Wimpy Kid
558796732859940864,Glitzerate,3,yes
558796761787924493,Glitzerate,6,igdoof
558805993371205638,steelUhlife,14,manny’s a nerd
558821335682514964,king of no one,19,i do not like manny
558822559509118997,rdown23_Hightower,259,April 6th_ 1994. Manny heffley shoots down a plane carrying Rwandan president Juvenal habyarimana_ causing Hutu extremists to blame the RPF and carry out a slaughtering campaign against the Tutsi peoples_ in which over one million innocent people were killed.
559005753344524309,Glitzerate,23,Oh my fucking god manny
559005771593940994,Glitzerate,9,you bitch
559048993502527490,packid851,21,manny is fucking shit
559049030500614145,packid851,19,he Assassinated jfk
559060278763978753,Radixerus,40,what comic strip is manny originaly from
559110526513446913,DatEpicHufflepuff,44,Manny created WW1_ WW2_ Y2K_ 9/11 and brexit
560637224606236684,Rebby,13,Manny is cunt
560638220719751169,king of no one,9,manny bad
