ID,Author,Content Length,Content
558107459844046868,goneforeverr,39,https://youtu.be/VglCnmYMaSc go to 0:57
558108466359828527,Scum,32,So uhhhh the server's not for me
558108513231044629,Scum,41,Don't get me wrong_ some of ye's are nice
558108806828261398,Scum,174,It's probably because the server is so big_ but there is just chaos especially on <#235888301930708992> and <#212597110770630656> . No one knows which one is talking to whom.
558109241588842507,Scum,32,I bid my farewell to this server
558109279048040518,Scum,22,It was fun for a while
558109294566965251,Theozu,73,In memes you can just spam away which is kinda the purpose of the channel
558109296609460227,Scum,12,Arrivederci.
558109319724531732,Theozu,41,general is a mess most of the time anyway
558109342528831518,sav,5,hello
558109343468486726,3sik,5,Hello
558109356198068247,baid,20,general is beautiful
558109358093762582,Theozu,53,i dont use it personally at all during the rush hours
558109369900728332,HumongousTuna,32,can we talk about sex stuff here
558109384622997505,Theozu,34,<:GWgoaThinken:405753076432109573>
558109388523569173,baid,9,I hope so
558109398342565888,sav,26,in voice you can spam away
558109403988099092,3sik,2,No
558109404688416768,baid,14,any mods here?
558109429505982504,baid,30,okay I think were in teh clear
558109429309112331,3sik,18,Not that I know of
558109437496262700,HumongousTuna,13,mods are gone
558109461542207498,HumongousTuna,39,<:GWmemetownTriHalf:380058725920014338>
558109491388874752,3sik,7,No mods
558109543700103188,Rodentman87,5,hheyo
558109583554641940,sav,9,he’s good
558109589175009280,goneforeverr,31,<:epicgamer:530655634140430336>
558109607126368282,TheLegend27,12,mods are gay
558109620976222210,sav,23,tchalla is the fine one
558109645131087872,UsernamesDon'tMatter,30,how do y'all pronounce almonds
558109646645231617,sav,12,in both ways
558109656774344704,sav,31,<:epicgamer:530655634140430336>
558109657516736522,baid,10,mods r gay
558109666727428117,TheLegend27,3,OwO
558109676516933650,3sik,20,T challa is best mod
558109697593311247,3sik,12,Tomas is 2nd
558109708464947200,HumongousTuna,9,all-munds
558109724093186058,sav,15,lunarch is last
558109742749450261,UsernamesDon'tMatter,4,lame
558109750756114432,goneforeverr,15,AYYLAAMONNDDDSS
558109780393328640,Rodentman87,26,why do y'all hate lunarch?
558109828887740426,sav,3,No.
558109860173185025,sav,7,anyways
558109891777003548,baid,17,oh shit its a mod
558109896692727815,goneforeverr,48,Unpopular opinion: oranges are better and apples
558109959133331456,chompy,5,facts
558109962245505026,EVANYAMUPPETS,16,good night y'all
558109969346461706,BarackObeezy,17,Slow mode be like
558109993187147787,BarackObeezy,18,‘Why are you gay?’
558110008068407306,3sik,22,Lunarch is also decent
558110055300464650,chompy,9,yea aight
558110274515894274,DKai,13,Nigga general
558110311379501059,3sik,23,General 2 is the backup
558110316886753285,dont at me or ill give you ZUCC,10,We THOOMIN
558110330425835552,dont at me or ill give you ZUCC,14,Frick the mods
558110334771265588,DKai,4,SPAM
558110339447783457,AMD,14,General 2 gang
558110367046303763,DKai,25,ALL MODS ARE IN GENERAL 1
558110373325307924,AMD,20,Electric booger aloo
558110394820853781,DKai,6,WE WIN
558110405298225171,Rodentman87,3,boy
558110417319231498,3sik,50,Yay mods are in general 1 trying to fix a shithole
558110421500952596,DKai,4,fuck
558110457378897932,Gus,3,Boo
