ID,Author,Content Length,Content
558443922423283712,clyde,26,duos (must have 3+ kd) NAE
558444090237124610,sethhershy,24,Gauntlet duos anyone nae
558444106699767808,Vexx,33,NAE Duo cup must have exp. (3+kd)
558444216565366814,SoarHawks29,43,200+ wins squads 13+ dm meNL(I have 600) NAE
558444279106895873,TryHard,66,Can someone Carry me need umbrella good player but i suck at solos
558444326871498761,uhm ok,456,BrAnD nEw TuRtLe WaRs EvEnT!1!!!1111!11!NLReQuIrEmEnTsNL- Dont want 18 year olds named John joining_ so be above the age of 98NL- Region Mars / JupiterNL- KD 213456987+NL- WLR 101%NL- Brain bigger then einstiensNL- a glowing keyboard because those are really cool!!NL- 3 different colored eyeballs sitting in a jarNL- be over 5'11NL- be battle pass teir 108 (there is no typo)NL- have exactly 13 friends_ and have 7% of them (EXACTLY 7%) be an intergalactic witch-cat
558444368969728000,Enocturnal,16,dm for 1v1 (NAW)
558444491246141460,clyde,26,duos (must have 3+ kd) NAE
558444583282016259,uhm ok,60,oh didnt mean to put that_ my cat stepped on the keyboard xD
558444797690380308,Shells210,12,lf2 naw 2+kd
558444992767590401,Hennnslo,67,looking to duo 3 weeks new with pc pretty good nae dm me (gauntlet)
558444996995579919,KeroTaku,18,lfd nae 1+kd dm me
558445271005003799,[PC] Vize MP,54,Anybody wanna play duos or something after this round?
558445292207210497,Hennnslo,67,looking to duo 3 weeks new with pc pretty good nae dm me (gauntlet)
558445321064022020,󠀀daniel craig | the true geordie,19,anyone eu wanna 1v1
558445355356782608,Nellox,13,lfs nae 2+ kd
558445399153704965,clyde,26,duos (must have 3+ kd) NAE
558445413397430282,TryHard,37,Looking for tryhard duo parnter DM me
558445419970035722,KingKoob,53,Anyone wanna join me in tfault scrims? need a partner
558445419961647105,seppp,8,lf1m nae
558445450143989780,That one dude who fed a llama,74,I need help on building a creative map so please dm if anyone is availible
558445499447902209,Hennnslo,67,looking to duo 3 weeks new with pc pretty good nae dm me (gauntlet)
558445504174751754,KeroTaku,18,lfd nae 1+kd dm me
558445577151578142,FROZ3N FIR3 117,16,Team Rumble NAE?
558445580104237056,Genesis,223,Now hosting Zone Wars Lobbies:NLAny Console is WelcomeNL14+ member lobbies 24/7NLReset every 7 matches so that people can joinNLWe play various types of moving storm matches for scrim practice!NLMESSAGE ME ON DISCORD FOR DETAILS
558445714057723934,Hennnslo,67,looking to duo 3 weeks new with pc pretty good nae dm me (gauntlet)
558446033730797570,Chelo2408,0,
558446122591584275,GodlyRekt,16,anyone wanna 1v1
558446131676315671,BlinChiripaha,30,Who wants to join a clan dm me
558446325738504192,Slutty,14,duos NAE dm me
558446325893693443,Marvin - GG,6,squad?
558446455262543903,Lucid,65,looking for duo partner for gaunlet required 450+ wins and nae pc
558446714571194406,TapeDec,27,Anyone looking to 1v1 DM me
558446776512937984,SUPREME OOF.exe,4,fish
558446783500648448,dabbtastic,22,LF1 NAE SQUADS 17+ MIC
558447232211353645,TheRatSubmarine,61,Duo? Im bad but looking to get better.  Dm me_ NAW mic needed
558447294131994645,Sicky.,22,LF1 Must have 100 wins
558447307117559848,Genesis,223,Now hosting Zone Wars Lobbies:NLAny Console is WelcomeNL14+ member lobbies 24/7NLReset every 7 matches so that people can joinNLWe play various types of moving storm matches for scrim practice!NLMESSAGE ME ON DISCORD FOR DETAILS
558447378999279627,Kxdee,155,lookin for a perm duo partner. Requirements : 16+ II 3+kd II on daily 3+hours II good mic II wanting to improve and grind everyday II have a brain II dm me
558447493193662490,AeroFixz,7,1v1 naw
558447513795821578,TheRatSubmarine,61,Duo? Im bad but looking to get better.  Dm me_ NAW mic needed
558447574139404299,Kxdee,155,lookin for a perm duo partner. Requirements : 16+ II 3+kd II on daily 3+hours II good mic II wanting to improve and grind everyday II have a brain II dm me
558447588530061354,clyde,26,duos (must have 3+ kd) NAE
558447670885220373,bagel,33,need 3 for rumble exp grind dm me
558447714954772524,TWC_Awall69,29,need 1 nae need help carrying
558447756969115658,FSM_Bob,62,Anyone want to play creative? I'm decent and I play on NA-East
558447863714152449,Zyco,51,message me if you wanna join my meme discord server
558447919817293826,bagel,28,need 2 team rumble exp grind
558447962058129419,10Venoms,36,who wanna play some duos or squads!?
558447983021129730,9BILLIONHANDS,16,lfd 3+kd nae cup
558447993171476511,FSM_Bob,62,Anyone want to play creative? I'm decent and I play on NA-East
558447993792102411,TWC_Awall69,36,NEED GOOD PLAYER TO FILL SQUAD DM ME
558448108917489684,Kenfoe,8,nae duos
558448156996534302,10Venoms,30,<@!164432598582427648> im down
558448225023950850,Juch,8,naw duos
558448232317976578,GodlyRekt,17,anyone wanna 1v1?
558448269634830380,KingKoob,51,<@!471145856628686888>  go to <#520132129103806483>
558448273669619723,asshole,21,gauntlet duos nae hmu
558448382625185795,DT3,32,lf nae duo/squad 4.3 seasonal kd
558448469006876702,Husky1367,10,if nae duo
558448600842240030,bagel,23,need 1 exp grind rumble
558448644114743318,asshole,28,gauntlet duo even Nae Hmu !!
558448656185950249,TheRatSubmarine,16,HudsonTheGod1063
558448657796431893,9BILLIONHANDS,16,lfd 3+kd nae cup
558448700364423178,FSM_Bob,28,<@136261281651884032>  I did
558448740894113793,DT3,38,<@!546881482958962689> i sent u an inv
558448784774922251,ƊЄҲƬЄƦ,19,Can anyone carry me
558448797903093781,FLaMe Pandiez,42,LF2 NAE SQUADS // BE GOOD_ 2+ KD // SWEATY
558448814944550922,HI,50,Eu who want to grind out few matchs in Team rumble
558448840139603978,10Venoms,39,need 1 mroe person for exp grind rumble
558448883517095937,Triqky,18,lf1m nae pm me ign
558448989515808778,Tscheppe,36,Need 2 for squads NAE don’t be a bot
558449001003876364,Fart God,14,someone 1v1 me
558449032125743104,HI,26,<@325349675421138944> eu ?
558449202347245583,ilikehiyassgoodashell,17,1 more for squads
558449238959456256,bagel,31,need 1 for exp grind rumble NAE
558449260648071190,Kenfoe,8,nae duos
558449381431574528,Enocturnal,16,dm for 1v1 (NAW)
558449438549475328,Mowski,11,LF squad EU
558449465178980381,Kenfoe,8,nae duos
558449525023440907,bagel,27,need 1 nae exp grind rumble
558449633433747456,GodlyRekt,15,1v1 naw and nae
558449749343076393,[PC] Vize MP,44,https://tenor.com/view/why-conan-gif-9806790
558449817517555737,Hipfire,27,if you need 1 for NAE dm me
558449900111659038,Ace,92,lf someone to duo with (want the new umbrella) _ im not very good but can still help out_ eu
558449995615961088,AeroFixz,7,1v1 naw
558450074305429505,FROZ3N FIR3 117,7,lfs NAE
558450099324452865,ordinaryzox,27,aNYONE lF 1 NAE i have 3 kd
558450146745122828,ilikehiyassgoodashell,29,1 more for squad (mic needed)
558450192706174986,AeroFixz,7,1v1 naw
558450302341087233,Blake Houston00,46,eu lf 1v1 with other people of low skill level
558450351125168148,Blazor,17,Need 1 NAE squads
558450358238838794,Griever,9,lf 1 3kd+
558450361791414284,Husky1367,30,dm me if you down to play duos
558450644726579204,Husky1367,13,dm if nae duo
558450822766133249,Blake Houston00,9,lf 1v1 eu
558450828684296192,BigBrainLogan,69,:Add Kickballkid YT for Custom Moving zone warsNLNL:Scrim practiceNLNL:💪🔥
558450866286493706,TheLegendGinger.,54,The servers said no connection and its saying it again
558450880618168339,Marvin - GG,13,squad  for eu
558451102534729747,asshole,15,lf1m fireteam 5
558451107853238282,howtogains,3,1v1
558451213406830602,Zap,20,need 1 in fireteam 5
558451257656737822,Ark1409,15,any1 wanna 1v1?
558451283435061272,Hennnslo,67,looking to duo 3 weeks new with pc pretty good nae dm me (gauntlet)
558451359200968715,TheLegendGinger.,85,am i the only one who are have the server conne iton issue even tho y ou have 30 ping
558451606677487618,Favour149,8,1v1 nae?
558451693591986176,Hennnslo,67,looking to duo 3 weeks new with pc pretty good nae dm me (gauntlet)
558451720250982410,Blake Houston00,45,<@453663322164822027> what server are you on?
558451739473215519,Brien,14,Storm Wars NAE
558451798759964692,Amp,357,💥 != Scrim With Storm! =! 💥 NLNLAlso Hosting 25$ Giveaway. When we hit 250 players. More luck by inviting more players!NLNL☑ DM Aishon for more info!🛢 NL🛢 Add YNS Aishon on Epic to join!☑ NLNL🛢 Server - NAENL💼 Total players 16NL🛢 Storm is instant killNL💼 Loadout - Blue pump_Ak_Blue ArNL🛢 Minis_Traps_ BandagesNLNL🛢 HURRY_ AND RESERVE YOUR SPOT!NLNLWe'd love to have you 💙
558451874626535434,Turkey,27,Dou1 16+ NAE_ DECENT PLAYER
558451892347338772,extendo,7,lfs nae
558451915479056397,Blake Houston00,49,<@453663322164822027> what servers do you run on?
558451967836291072,ordinaryzox,38,Any one wanna squad/duo NAE i have 3kd
558452025877200908,Amp,433,<:supplydrop:399613404131753995> != Scrim With Storm! =! <:supplydrop:399613404131753995>NLNL<:alarm:469114977341669426>  DM Aishon for more info!NL🛡 Add YNS Aishon on Epic to join!NLNL<:battlepass:394979262655889418>  Server - NAENL<:ninja:401482196751482880> Total players 16NL<:salt:401482196780843008> Storm is instant killNL🤘 Loadout - Blue pump_Ak_Blue ArNLMinis_Traps_ BandagesNLNL🏃 HURRY_ AND RESERVE YOUR SPOT!NLNLWe'd love to have you 💙
558452151966236698,extendo,7,lfs nae
558452228071882753,giunione,17,1 FOR SQUAD 3 KD+
558452447895617556,𝖕𝖗𝖔𝖈𝖊𝖘𝖘.,6,1v1nae
558452692419084301,[PRO] TTV. 𝙏𝙨𝙖𝙣𝙩𝙞,16,1v1 eu pros only
558452696957583363,Poison Astris,73,anyone that wanna land at pleasant or happy and get kills with me? need 1
558452772513775627,Capital Zrux,16,Duo Gauntlet NAE
558452801651474443,Ark1409,17,anyone wanna 1v1?
558452823587815426,Cri Eklipse,7,nae 1v1
558453162575527955,WuffyFN,35,LF2M NAE squads_ DM me. 1.5 KD+ PLZ
558453210948304897,variableyak.tv,20,need nae moving zone
558453221333663755,FLaMe Pandiez,35,LF 2M NAE SQUADS // SWEATY // 2+ KD
558453253608833043,Cri Eklipse,23,nae 1v1 need to warm up
558453271166189580,Panty_Police,13,lf2m NAE 3+KD
558453493883600917,Capital Zrux,22,Duo Gauntlet NAE DM ME
558453539651977216,Blake Houston00,59,<@453663322164822027> what servers are you on?(na/eu/other)
558453624678645781,Favour149,8,nae 1v1?
558453808330571777,JRW2970,22,NAE SQAUDS 18+ w/ mice
558454023242645506,ɹǝɯɐ⅁looƆ,10,nae squads
558454310296354830,Kxdee,155,lookin for a perm duo partner. Requirements : 16+ II 3+kd II on daily 3+hours II good mic II wanting to improve and grind everyday II have a brain II dm me
558454396862726147,Pew,39,IM FROM THE EU DM ME IF YOUR INTREESTED
558454406396510208,ann,33,who wanna play solid gold with me
558454444723929098,Shakunetsuツ,41,can someone carry me in the gauntlet duos
558454447110619146,Favour149,18,soid gold is solos
558454506451632158,Kxdee,155,lookin for a perm duo partner. Requirements : 16+ II 3+kd II on daily 3+hours II good mic II wanting to improve and grind everyday II have a brain II dm me
558454645920366604,Favour149,8,1v1 nae?
558454709250162712,Bowl,23,anyone wanna 1v1 im nae
558454766561394699,BloosCloos,7,lfg nae
558454783296667649,YTJDM,27,looking for xp grind on nae
558454824962621463,panders,53,Helping with Challenges | NAW | Team Rumble or Squads
558454848274563083,VaMx_Paradise,72,wanna join the RDN clan  no clan tryout just answer questions just dm me
558454884748361747,WP_ooferboi9000,61,last spot left on squads looking to grind wins Nae Dm to play
558455082375577600,Amp,433,<:supplydrop:399613404131753995> != Scrim With Storm! =! <:supplydrop:399613404131753995>NLNL<:alarm:469114977341669426>  DM Aishon for more info!NL🛡 Add YNS Aishon on Epic to join!NLNL<:battlepass:394979262655889418>  Server - NAENL<:ninja:401482196751482880> Total players 16NL<:salt:401482196780843008> Storm is instant killNL🤘 Loadout - Blue pump_Ak_Blue ArNLMinis_Traps_ BandagesNLNL🏃 HURRY_ AND RESERVE YOUR SPOT!NLNLWe'd love to have you 💙
558455254622928906,BiggiE (EU),13,duos EU dm me
558455254405087255,iiiDank,39,LF 3 people with mics NAE Dm for invite
558455298331770912,YTJDM,26,looking for a squad on nae
558455321152978954,ann,33,who wanna play solid gold with me
558455359900221520,LOLURBAD,47,lf a good duo teammate NAE add ( I Like MᎥlfs )
558455450979270656,Relentinq2,19,anyone want to play
558455452522905622,clyde,18,nae duo 3+ kd only
558455454372462632,adamiffrat,19,anyone up for a 1v1
558455470856339486,iiiDank,39,LF 3 people with mics NAE Dm for invite
558455564716474379,sonnyniaob,13,EU 1v1 dm ign
558455586019344405,TAYLORMCK0423 (NAE),2,er
558455682932801536,iiiDank,39,LF 3 people with mics NAE Dm for invite
558455820526813194,Roscooter,33,LF1 SQUADS NAE 2KD+ Must have mic
558455899794964481,LOLURBAD,78,ADD " I Like MᎥlfs " for a duo partner must be good/decent DM before adding me
558455907680518154,iiiDank,44,LF 3 people with mics NAE/NAW  Dm for invite
558456008272248854,Dextirz,89,lf1m for squads NAE with a 4+KD . Please be a good player! (DM ME WITH IGN IF INTERESTED)
558456267685756938,clyde,18,nae duo 3+ kd only
558456324518838275,Amp,433,<:supplydrop:399613404131753995> != Scrim With Storm! =! <:supplydrop:399613404131753995>NLNL<:alarm:469114977341669426>  DM Aishon for more info!NL🛡 Add YNS Aishon on Epic to join!NLNL<:battlepass:394979262655889418>  Server - NAENL<:ninja:401482196751482880> Total players 16NL<:salt:401482196780843008> Storm is instant killNL🤘 Loadout - Blue pump_Ak_Blue ArNLMinis_Traps_ BandagesNLNL🏃 HURRY_ AND RESERVE YOUR SPOT!NLNLWe'd love to have you 💙
558456551661371412,Dextirz,89,lf1m for squads NAE with a 4+KD . Please be a good player! (DM ME WITH IGN IF INTERESTED)
558456643201925121,TTV.PunchingWaffle,10,LF1m dm me
558456942150811648,Poison Astris,46,someone to help get kills at happy or pleasant
558457270891970570,𝖕𝖗𝖔𝖈𝖊𝖘𝖘.,6,1v1nae
558457337195790336,Shakunetsuツ,21,im down for zone wars
558457374877417492,doshuwa[NAW],31,naw gauntlet 10-20 points dm me
558457378299969556,Pelaq,71,Lf1 gauntlet i have 20 points 2 matrches need partner to grind be smart
558457477377818634,Kwefo,51,looking for perm duo hmu nae only and must be a god
558457482654253056,Ghost is a god,93,Anyone wanting to donate me 1 dollar paypal i need it for a game and my parents wont let me 😦
558457579039227925,Dextirz,89,lf1m for squads NAE with a 3+KD . Please be a good player! (DM ME WITH IGN IF INTERESTED)
558457584068329502,Blake Houston00,45,this is an lfg channel_ not a begging channel
558457652095483925,Poison Astris,46,someone to help get kills at happy or pleasant
558457734236733460,Vers,59,(NAE) LF1 Squad XP/Win Grind *GOOD PLAYERS ONLY* Message me
558457764570071055,xd toastyy_,31,Need a 4th dm if u want to join
558457806085292037,doshuwa[NAW],28,naw gauntlet or squads dm me
558457974515826691,??,64,Looking for a  guy to win a game of duo would you people help me
558458099912933387,StarSpaceBTW,69,lf1 team 25. day 1 player_ need good communication. 250+ wins preferd
558458176585072660,Flatter,229,Hey guys I'm participating in a 2v2 kill wagers style tourney this weekend on the 23rd and My partner flaked on me the last moment so i need a partner. 😰  I'm NAE with ~2.5 Season KD. DM me if ur interested in being my partner. 😅
558458192158392350,Amp,433,<:supplydrop:399613404131753995> != Scrim With Storm! =! <:supplydrop:399613404131753995>NLNL<:alarm:469114977341669426>  DM Aishon for more info!NL🛡 Add YNS Aishon on Epic to join!NLNL<:battlepass:394979262655889418>  Server - NAENL<:ninja:401482196751482880> Total players 16NL<:salt:401482196780843008> Storm is instant killNL🤘 Loadout - Blue pump_Ak_Blue ArNLMinis_Traps_ BandagesNLNL🏃 HURRY_ AND RESERVE YOUR SPOT!NLNLWe'd love to have you 💙
558458294105014282,??,73,I can guess that if your good then ill admit that you're really good tbh.
558458545155211264,Jtonna,17,lf2 NAE // 1.5+kd
558458615581769728,Krazy,7,1v1 nae
558458859312906258,Kinovyft,25,lfd or squad 3.5 kda mini
558458951121764354,giunione,16,1 for squad 3+kd
558459076116217856,doshuwa[NAW],18,naw gauntlet dm me
558459211311218710,giunione,19,1 for squad 3+kd eu
558459445391261696,giunione,4,euuu
558459507756367883,articc,16,lf2 2.5kd squads
558459606838411265,[RBL] OPRAH,35,console player lfs or duo nae dm me
558459652728160257,LaZaRuS,26,LF Xp gind/week challanges
558459771183824896,giunione,16,1 for squad 3+kd
558459882337075220,articc,21,lf2 nae 2.5 kd squads
558459974192332825,ponyo,58,looking for people to do storm battles message me igns NAE
558459990222831616,giunione,20,1 for squad eu 2 kd+
558459998288609300,doshuwa[NAW],28,naw squads or gauntlet dm me
558460030429560842,seppp,7,lfg NAW
