ID,Content Length,Content
558471778863808550,12,I’ve done it
558471900402286642,64,I successfully hid from my parents attempt at getting me a tutor
558471940319215616,24,I don’t fucking need one
558472036553588746,17,You’ll find worse
558472048415080460,17,It’s the internet
558472063057264659,18,I’m basically dead
558472124231057450,41,I can longer be shocked at what people do
558472147228688394,19,Nah I’ve seen worse
558472196503371776,14,Hitler x Jesus
558472215037739018,22,That’s a thing I found
558472297346891796,72,Also_ the longest piece of literature in human history is a Mario fanfic
558472310043181076,16,Let that sink in
558472393354641408,9,It’s like
558472410710671383,21,Several million words
558473547698405377,54,This server probably had like 10% straight people tops
558473723943059466,33,I’m too awkward to talk to people
558473764011114506,35,Also trying to switch friend groups
558473781002108948,22,From my depressive one
558473804372770816,26,To one that does fun stuff
558473872077226030,45,I saw two people playing Bakugon during lunch
558473883179679744,5,Today
558473929711288351,32,They’re part of the friend group
558474117225906177,20,My family is atheist
