ID,Author,Content Length,Content
558110881339408417,Ghastly,44,BUYING TOTEMS AND GHAST TEARS AND BLAZE RODS
558442069245296654,Goodra,51,Boy if I'm buying you Donator rank I want 10 Elytra
558442092238733333,Goodra,13,All enchanted
558470193706303492,ǝƃop plᴉM ∀,24,Buying punch 2 and flame
558757514980753418,ShadowWolf,4,bruh
558757541970968797,ShadowWolf,29,those prices are way too hgoh
558757551437512731,ShadowWolf,4,high
558763421093593098,Zoutelande_,51,selling 5 stacks of fireworks to the highest bidder
558768278579707914,ShadowWolf,14,what the frick
558780795213316096,InternationalSnowballFight,22,I need 1 tree sappling
558780825190006796,InternationalSnowballFight,46,I'll give like a couple carrots for it I guess
558810774655467521,c-dubs,86,<@270657647303196673> i’ll take that deal sometime from saturday night to monday night
558830758328926209,RexyRex,36,Paying 64 dia for a sharp 5 villager
558856351518949387,crUnkKy,55,still selling my blaze rods btw if anyone is interested
558994269340172308,Pencyl,61,<@!298315476113555457> no villagers sell potatoes and carrots
558994345609396246,Pencyl,39,Farmers buy potatoes and carrots though
559022514853117972,CommunistCactus,140,Mending is still 10dia_ ask anyone from Ancompton (lucky_michael_ me_ FishAndChipsMate_ LeonTrot_ uhh lots of folks) if you want to buy some
559022839647174672,RexyRex,82,Communist when I get back on Wednesday do you have any sharp 5 villagers for sale?
559022916847665213,CommunistCactus,13,No only books
560621499061633035,crUnkKy,102,<@!392824039275757570> i won’t be on until like Friday so if anyone else is interested sell it to them
560621629021880360,rcfan34,11,buying wife
560632014928216076,c-dubs,59,<@!392824039275757570> 8 dia for the silk touch pick right?
