ID,Author,Content Length,Content
558109973637234688,MeiSkys,35,where can i advertise my server lol
558110136648859658,ProfessorValko,162,<@427224220834201610> We don't allow advertising here. We do have <#332967590685310978> to find others to play with (read the pinned message for guidelines/rules)
558110438303334431,MeiSkys,9,oh ok ^_^
558110467294363650,MeiSkys,44,dont want to get introuble thats why i asked
558766039429545984,Mathias_trasheur,8,francais
558767116111839255,Mathias_trasheur,26,https://discord.gg/WZWmmaa
558767117273661440,Dyno,38,<@465995995176501248> No invite links.
558777674521116682,╲⎝⧹☢ ɪTzNᴀᴄнᴏUzumaki ☢⧸⎠╱,4,hulu
558781276551774219,BrasilBall,7,Brasil?
558800028630515722,qwertyllea,1,l
558800204577505291,Cosmo,25,https://discord.gg/jWVGFj
558800205672087606,Dyno,38,<@470004660825227294> No invite links.
558811752092008449,ProfessorValko,8,?purge 6
558844524772851716,BitRoll.io,54,<@104442548231098368>  make sure to install Java 64bit
558867284010074122,404shrude,91,Item frames in bedrock edition cant placed in ground and ceilings. When will be the update?
558993975760125962,Cuteness,32,!feedback  <@556841076753825802>
558993976942919699,MEE6,257,:exclamation: suggestions for improving the game_ adding features_ adjusting gameplay parameters must be posted to https://feedback.minecraft.net and upvoted in order to be considered actionable by the development team.
559004264329117696,gamerYT,21,please add deul wield
559005993837658144,Dessy The Duck,52,can we have gfuel in minecraft to support pewdiepie?
559005994445963265,MEE6,62,Hey <@!307096767265243136>_ you just advanced to **level 1** !
559022704595042334,tehgreedo,109,<@339993618536202241> We have them_ <#406487507270631425> and <#385167853919141889> and <#305834249913892864>
559040625828167692,攚ḤἚ ВАЛИК۞,26,https://discord.gg/BWphVwz
559099135475580928,TheDerpySupport,56,Thatd more than enough to run and play at the same time.
559099270888816681,TheDerpySupport,74,Before upgrading my PC I was able to run and play a server on 3gigs of ram
560621057011351553,xNekoIBoatx,7,!levels
560621058022047755,MEE6,88,xNekoIBoatx_ this command is disabled in this channel. <:SMILESWEAT6:403540174069432320>
560625070137933855,Meow,21,<@304592631995039754>
560638473296674838,ρєтєя мσитgσмєяу,25,https://discord.gg/zaZ7uQ
560638475502616587,Dyno,38,<@352203227002961931> No invite links.
560638517823406098,ρєтєя мσитgσмєяу,6,nigger
560638518762799105,Dyno,42,<@352203227002961931> Watch your language.
