ID,Author,Content Length,Content
558109406102028289,GhostIdk,5,What?
558109453757710373,GhostIdk,4,Sure
558109492383055872,GhostIdk,30,I wont be able to do it rn tho
558109499416641575,GhostIdk,3,sry
558109569268842496,GhostIdk,59,DM me the request then I will get to it as soon as possible
558109747027509298,I nutted in my pants,25,<:dab:425370892181176331>
558109812064387073,I nutted in my pants,26,<:pika:316976817044979712>
558109850945454102,I nutted in my pants,25,<:jeb:494553523065978905>
558115522168750091,Notes Dear,7,Face it
558116801284931591,GhostIdk,36,Does anybody have any skin requests?
558116802396160010,MEE6,62,Hey <@!557675129182879764>_ you just advanced to **level 6** !
558116823044718593,GhostIdk,3,Aye
558116852656504844,Heartbreak Tubby 7222,25,<:dab:425370892181176331>
558116853759737896,MEE6,62,Hey <@!556078600126988288>_ you just advanced to **level 1** !
558116898148188188,GhostIdk,14,is that a yes?
558427779201368104,AntySocial,1,👏
558428203710939146,jcdees24,20,i still cant find it
558430463283298344,AntySocial,1,🤔
558430594837774349,_AwNerd_,4,Anty
558430615083679754,_AwNerd_,13,wats ur skin?
558430719068733450,AntySocial,8,That one
558431136385073157,_AwNerd_,9,Which one
558431178244227073,AntySocial,8,That one
558431193939443712,AntySocial,11,Right there
558431206748848129,_AwNerd_,5,where
558431224838881293,AntySocial,5,There
558431253846818836,_AwNerd_,3,up?
558431270355599370,AntySocial,2,No
558431283819184128,AntySocial,5,There
558431298461630475,_AwNerd_,3,omg
558431331508420608,_AwNerd_,4,rlly
558431351896801281,AntySocial,3,Yes
558431376530210822,AntySocial,16,It's right there
558431517655826432,AntySocial,28,Should've gone to specsavers
558432211804618758,Mister_Óbvio,8,Hey guys
558432233548152850,AntySocial,5,Hello
558432306524585986,Mister_Óbvio,4,help
558432335796764703,AntySocial,10,With what?
558432463806791680,Mister_Óbvio,27,Anty sorry no speak inglish
558432506106478641,AntySocial,1,🤔
558432554865131560,Mister_Óbvio,16,How to make skin
558432575891308574,J03YK4NG4R002,0,
558432576495288340,Mister_Óbvio,32,<:thinksteve:425381858121875459>
558432609886273553,J03YK4NG4R002,0,
558432613514084355,AntySocial,11,skindex.com
558432632246108200,AntySocial,7,I think
558432653158776849,J03YK4NG4R002,23,Something is suspicious
558432694703489055,Mister_Óbvio,48,<@450385244864905217> peguei  do Google tradutor
558432696066506762,AntySocial,1,🤔
558432815281209365,J03YK4NG4R002,28,Baybaya dis is suspishioniay
558432867974119434,Mister_Óbvio,4,What
558432968008532010,J03YK4NG4R002,23,Aye woodden tchrust Dem
558432991387582464,Mister_Óbvio,31,<@342758889747644418> thank you
558433027584163842,AntySocial,3,👏 👍
558433052804513805,jcdees24,55,so nobody knows that skin on the bedrock update picture
558433054222450688,MEE6,62,Hey <@!494306144320356352>_ you just advanced to **level 1** !
558433076011728896,AntySocial,2,No
558433110694297611,jcdees24,3,rip
558433127798931456,Mister_Óbvio,23,Jo  i  no speak inglish
558433184912769034,Mister_Óbvio,17,I  are  brasilian
