ID,Author,Content Length,Content
558107513996705794,I love my babygirl owo,124,Did some more testing and turned drowned zombies dont drop loot anymore on Switch_ this update has been quite the bummer tbh
558107984136503296,chris14142,108,The clothing and smithing tables don't work on mobile beta and the update description said they got revamped
558108057478103041,chris14142,38,Do i have to play on education edition
558108249078104065,I love my babygirl owo,92,Pretty sure smithing tables are intended to be complete after the Village and Pillage update
558108492578291722,chris14142,2,Ok
558112559773908992,MCPE4theBeacon,11,!MCPE-36976
558112561485185024,EigenBot,0,
558112952193122314,MCPE4theBeacon,11,!MCPE-41772
558112953887358993,EigenBot,0,
558118056891514892,GitGudKiD,11,!MCPE-41772
558428609602387993,aaaaaaa,163,my minecraft bedrock chokes when i start the game up on boot meaning the game is unplayable it happened when i did this https://www.youtube.com/watch?v=yAQORra3Qns
558428610566815764,MEE6,62,Hey <@!353299391676809217>_ you just advanced to **level 5** !
558428665134972928,aaaaaaa,43,https://www.youtube.com/watch?v=yAQORra3Qns
558429692785459239,aaaaaaa,158,my minecraft bedrock switch chokes when i startup the game meaning its unplayable it happened when i did this with my two switcheshttps://youtu.be/yAQORra3Qns
558430135515217940,aaaaaaa,76,it worked on my old one but never got it to work ever again on my new switch
558431256035983370,aaaaaaa,38,even on the new update it sill crashes
558437738475683871,johnny cash,28,https://youtu.be/aenCv2cYh7Q
558439541426487297,sawad ☹,38,Yeah I’m having the same issues as @wi
558439542311485468,MEE6,62,Hey <@!241379875485777921>_ you just advanced to **level 1** !
558447560881340416,J_Longwell24,82,anybody having the issue where your friends just get disconnected every 5-10 mins?
558447637934637057,J_Longwell24,52,also how would I downgrade back to regular minecraft
558453887393071105,ANLBuddy123,53,Is it just me or is the realms and severs not working
558465525294825472,HelenAngel,15,Like right now?
558465556735459358,HelenAngel,43,Is anyone having issues with notifications?
558465920201392138,HelenAngel,96,<@241379875485777921> & <@353299391676809217> - did you file a bug for this on bugs.mojang.com ?
558472505640091648,MaleSylveon,32,http://imgur.com/gallery/6ZAo462
558762105822511149,EchoTetris,109,I was chopping a dark oak tree_ i went in 3rd person_ looked down_ and tried to spin around and noticed this.
558762894427291668,EchoTetris,93,I also realized you don't have to be under a tree and that you can do it in 3rd person front.
558763863412047884,EchoTetris,120,its basically that looking completely up or down while in third person causes the camera to not completely focus on you.
