ID,Author,Content Length,Content
558451187985416192,Viper,37,I just found the cringiest thing ever
558451223758503946,Viper,43,Like I'm unironically using the word cringe
558451244398542876,Viper,18,its so fucking bad
558451562926702624,Rheemster,10,what is it
558451847354908682,Viper,0,
558452547770384384,Rheemster,38,ouch_ dead silence and then "no_ why."
558452570431946772,Rheemster,17,that's really sad
558452745342812173,smokey,19,Why does that exist
558452834753052672,smokey,75,Who would put themselves through so much suffering just to do a shifty meme
558455099442331658,Vic Rattlehead,39,i'm not gonna infect my phone with that
558455109365792793,Vic Rattlehead,10,what is it
558455129691389973,Vic Rattlehead,12,hit or miss?
558455248038002688,Rheemster,52,yeah its just some person acting it out in real life
558455290664583169,Vic Rattlehead,5,.....
558455402489184268,Vic Rattlehead,40,im not even gonna ask any more questions
558455658773741571,Viper,31,In the front of their classroom
558455714776088597,Viper,59,And at the end after silence one dude just goes “bro_ why?”
558460588523520010,IntactBurrito (bean gang),3,oof
558463100937043983,will h,22,oh yeah i’ve seen that
558463113590996996,will h,12,very painful
558771707473690659,High Ping Cowboy,28,That sounds way too dramatic
558771819860197416,High Ping Cowboy,34,They probably just aren't into you
558771918275346496,High Ping Cowboy,73,"Ermergerd I'm sorry we can't be together I'm worried I'll *destroy you*"
558772175386050561,will h,31,yeah that is super dramatic tbh
558784262791364608,Monsieur Koala,26,i need to stop saying bruh
558784328541274112,Monsieur Koala,59,i have used it so many times that i use it unironically now
558795128177688586,Colts,32,i've always said it unironically
558813171696009266,Less Be Ian,37,mfw the hit or miss vid is from my hs
558814609604083714,Viper,3,mfw
558825848149377045,skeptic,69,<@398286284126289931> wait the girl from hit or miss is from your hs?
558825852822093846,skeptic,8,the fuck
558825884874833983,skeptic,14,prove it bitch
558825886217142272,Less Be Ian,4,yeah
558825905187717120,skeptic,8,prove it
558825918936645651,Less Be Ian,14,its not a girl
558825933247610922,Less Be Ian,19,its a freshman dude
558825940852146177,skeptic,2,oh
558825955200729128,skeptic,14,wait which one
558826004324286464,Less Be Ian,22,the one in the costume
558826042010107934,Less Be Ian,31,it was meme day for spirit week
558826194007752707,skeptic,52,https://i.ytimg.com/vi/gVEdQJ7qtJw/maxresdefault.jpg
558826205520855061,skeptic,10,this girl?
558826241747058712,Less Be Ian,2,no
558826280359952393,Less Be Ian,49,this was just a radnom dude dressed up in the vid
558826309946441740,skeptic,2,oh
558826339256238091,skeptic,20,can you link the vid
558826369514078253,skeptic,22,im kinda confused lmao
558826383728574465,Less Be Ian,86,https://cdn.discordapp.com/attachments/536169998704443402/558451846134628401/video.mov
558826419556188181,Less Be Ian,8,scrollup
558826450363351063,Less Be Ian,13,its fromviper
558826809790169100,skeptic,11,thats funny
558826908960292866,skeptic,49,the dean of my school's daughter was in a tik tok
558826919668350986,skeptic,22,and the dean was in it
558826925473136640,skeptic,10,got leaked
558826955143905281,Less Be Ian,1,F
558827025998151687,skeptic,34,last i heard the dean is on to him
558827225261277188,Less Be Ian,34,lemme see if i can find the og vid
558827261596401665,Less Be Ian,52,the girl who posted it on tik tok has 126k followers
558827294324686878,Less Be Ian,25,becaseu it got so popualr
558827595337170955,Less Be Ian,28,http://vm.tiktok.com/eqcUHh/
558827626500718605,Less Be Ian,10,1.6m likes
559011572455047179,TestierStraw7,28,Your thoughts on the matter?
559012976301178880,smokey,12,I’m not sure
559013030621347850,smokey,49,I don’t know weather to be amazed or disappointed
559035570014126148,TestierStraw7,35,As long as it's not some pedo stuff
559035602138431499,TestierStraw7,20,Just wanna make sure
559077377775501322,Capt. Yeet,42,But there are a lot of stupid 60 year olds
559104829843177512,skeptic,4,Damn
560286057208479745,Big N Smonky,4,true
560286089550757905,Big N Smonky,41,this server is just meme heaven literally
560286114351415328,Big N Smonky,36,prolly one of the best servers im in
560600807368818742,hmmm,3,hey
560600812913688576,hmmm,4,what
560604181493317635,Vic Rattlehead,23,i dont get it_ honestly
560632262304202797,High Ping Cowboy,83,Man likes men_ is trans so becomes woman_ woman likes men so not really gay anymore
560632548560994312,High Ping Cowboy,101,And I'd say it's not offensive because it doesn't feature any slights towards gay and/or trans people
560637357091455015,RaccoonEggs,30,I need to get my shit together
560637394538201099,RaccoonEggs,26,I feel so constantly tired
560637468760735771,RaccoonEggs,76,I almost don’t feel like a person sometimes_ just a conscious waste of space
560645407366053898,The Rules,86,That’s your dehydrated and exhausted lizard brain telling you to take care of yourself
560645488681156611,The Rules,64,Proper sleep_ exercise_ and nutrition are all good mood boosters
560645686383738902,The Rules,21,Not to mention energy
560649928431632384,RaccoonEggs,3,yes
560649959956021248,RaccoonEggs,27,I need to hydrate much more
560649980889530371,RaccoonEggs,10,also sleep
560651028350107800,TestierStraw7,62,Having a healthy sleeping schedule greatly helps mental health
560651042782707762,TestierStraw7,18,Spreading the word
560975450591985684,will h,12,*twenty two*
560975456824721408,will h,68,like wtf i don’t feel that old i should still be in high school lmao
560975479717494805,IntactBurrito (bean gang),8,*twenty*
560975904449363988,will h,10,r elatable
560975920697966612,IntactBurrito (bean gang),6,i feel
560975930118635520,will h,20,tahoe should be good
560975982618476545,IntactBurrito (bean gang),75,i reccommend getting a job as soon as you can_ savings are really important
560976013056802846,Albino-african,24,Yeehaw she’s alive again
560976054240673794,Albino-african,13,Aight I’m out
560976061803003906,IntactBurrito (bean gang),6,YEEHAW
560976106212163593,IntactBurrito (bean gang),20,alright peace my guy
560976154211778572,will h,1,🤠
560976166677118977,will h,10,good l uck
560976305282351104,Literally Tyrone,28,That was insanely midwestern
560976425528721418,IntactBurrito (bean gang),3,wha
560976496588750850,Literally Tyrone,3,Nvm
560976544110215191,IntactBurrito (bean gang),2,ok
560977407457230858,Vic Rattlehead,141,has anyone ever argued with someone and the person you're arguing with acts like it's because you're arguing about it with them in particular
560977521286447114,Vic Rattlehead,83,because honestly_ it's one of the most annoying fucking things i've ever dealt with
560977599258558485,RaccoonEggs,16,what do you mean
560977679956967459,Vic Rattlehead,53,basically_ i moderate another server with another guy
560977686647013387,RaccoonEggs,83,when your arguing about it with that specific person and they think it’s about them
560977713523851294,Vic Rattlehead,20,let's call him...bob
560977896076869636,Vic Rattlehead,111,Now_ every time we argue_ Bob always pulls the "you're arguing with me because the point I made comes from me".
560978887731838984,RaccoonEggs,16,Are you head mod
560978917565923361,Vic Rattlehead,9,In a way.
560978948314628097,Vic Rattlehead,19,I'm the oldest one.
560978984951873566,Vic Rattlehead,36,And the longest friend of the owner.
560979036029845505,RaccoonEggs,39,The idea of discord drama is cringe imo
560979078858145815,Vic Rattlehead,16,It is_ honestly.
560979122025922580,RaccoonEggs,44,How tf are you arguing? What is he mad about
560979211326717972,Vic Rattlehead,50,Like I said_ he thinks I'm after him or something.
560979362896281661,Vic Rattlehead,101,He's had people complain he's a useless mod (despite the fact that he's not_ verifiably) in the past.
560979418923794461,RaccoonEggs,11,what server
560979420517498890,Vic Rattlehead,55,I probably said something like that *once*_ months ago.
560979455548325900,Vic Rattlehead,29,I'd like to keep that secret.
560979590831538187,Vic Rattlehead,61,Don't want to give any unneeded attention to the "situation".
560979713754136617,RaccoonEggs,57,Have you tried just not responding when he acts like that
560979762986745856,Vic Rattlehead,15,I did actually.
560979801771606016,Vic Rattlehead,43,That was when he pulled the "bad day" card.
560979818741760033,RaccoonEggs,3,hmm
560979896185258000,RaccoonEggs,43,sounds like someone venting on the internet
560980231637303296,Vic Rattlehead,203,I have no idea in that case. Dude has claimed to be depressed_ bad parents_ is a bit of a shrinking violet (he does sound like he wants to die and he's insanely quiet_ so 1 and 3 *may* be right)_ but idk
