ID,Author,Content Length,Content
558113725370859530,The Rules,98,https://media.discordapp.net/attachments/161900673867186176/558110238880956437/D2I3ivlWwAAA09-.png
558113844778500107,snoom,0,
558116382361911308,Webb,0,
558435311646933002,Webb,0,
558449532036317195,Ovata,0,
558461186291531776,Kompanion,28,https://youtu.be/scWbVURffTw
558462145793228831,Webb,93,https://cdn.discordapp.com/attachments/548374752788480001/558461654245834752/isnowillegal.gif
558465517770244106,danieldan0,20,wtf I hate trump now
558466273978220568,Rheemster,19,i will poo on trump
558755143349174274,danieldan0,6,Omfggg
558755171761520650,danieldan0,10,Simply wtf
558756668968665089,Rheemster,61,https://tenor.com/view/seriously-sideeye-confused-gif-8776030
558756693706539013,Rheemster,6,wtf!!!
558758688836550656,bredman_brednan,25,https://discord.gg/CjAUeN
558758689142472758,Dyno,38,<@521750026666639362> No invite links.
558758731773640725,bredman_brednan,2,Bo
558759137773879306,The Rules,12,GET HIM BOYS
558759147567317003,danieldan0,42,<@341159777465794560> selfadvertising here
558759206723780608,danieldan0,21,<@142131007703875584>
558759257537773568,danieldan0,11,thanks mods
558764161153237012,marvin,20,oh shit i was asleep
558764261803819009,marvin,42,i fell asleep while playing a fucking game
558766409455239168,will h,23,that’s so relatable tbh
558771280376234005,Ovata,0,
558799314709905448,israel,0,
558799490681929740,israel,0,
558813289669328956,Less Be Ian,25,<:woo:511968284132769802>
558814722661810199,The_Spice,27,<:stare:538236765274767363>
558815099364704276,Ace_Skeletonne,25,<:wii:538233176192057347>
558818862792048661,Literally Tyrone,0,
558818884036198401,Literally Tyrone,16,Lmaooo we did it
558861808212115466,Nigga,42,what happened to the bathroom at tacobell?
