ID,Author,Content Length,Content
558441550665744404,examite,5,!rank
558441552221962268,MEE6,0,
558441573738741780,examite,9,ok faggot
558461034864705566,IntactBurrito (bean gang),9,?tag fard
558461060567531530,IntactBurrito (bean gang),15,fucking why not
558464839228456960,bredman_brednan,11,>query fard
558464845897400331,whiskers,0,
558464931121594369,bredman_brednan,26,>query maybe shit and cum?
558464935953432588,whiskers,0,
558465296357261312,《x》Dylan,10,pffft haha
558466455734059008,bredman_brednan,35,>query gonna piss your pants maybe?
558466460977201174,whiskers,0,
558466810127843328,bredman_brednan,7,>query🗿
558466862736867338,bredman_brednan,8,>query 🗿
558466867941867552,whiskers,0,
558759811454468109,bredman_brednan,75,Hitler be likeNL<:tiwworried:546082479598075915> <:toohs:538237460166082572>
558760409960677395,danieldan0,4,omfg
558760449777074186,danieldan0,20,i can't believe this
558760525601964042,bredman_brednan,12,Joke is-::::
558760591422914560,bredman_brednan,22,HE  KILL HIMELF!!!!@@!
558762124269322260,danieldan0,10,firmly HOW
558784539040677896,will h,51,>translate et whomsoever is actually a massive fart
558784543075729426,whiskers,63,<@536046318108409856>_ `kelle iganes on tegelikult tohutu õnne`
558784603213660181,will h,52,>translate en kelle iganes on tegelikult tohutu õnne
558784607051317249,whiskers,63,<@536046318108409856>_ `whomsoever is in fact a huge good luck`
558785015065083915,Uncle Retro,21,>translate ckya bylat
558785018512670720,whiskers,192,<:red_x:520403429835800576> <@343207407100493824> language not recognized.NLHere's the full list: https://tech.yandex.com/translate/doc/dg/concepts/api-overview-docpage/#api-overview__languages
558785035117920266,Uncle Retro,4,hmmm
558788209967104010,will h,27,>translate et big fart time
558788213401976852,whiskers,38,<@536046318108409856>_ `suur fart aeg`
558788277688074270,will h,27,>translate en suur fart aeg
558788280267571202,whiskers,38,<@536046318108409856>_ `suur fart aeg`
558788294780125185,will h,2,ok
558791356403941396,Uncle Retro,17,>translate stronk
558791356739223562,whiskers,96,<:red_x:520403429835800576> <@343207407100493824>_ please specify a target language and message.
558791420333260811,Uncle Retro,20,>translate en stronk
558791424993132554,whiskers,31,<@343207407100493824>_ `stronk`
558791536528326666,Uncle Retro,33,oh no whiskers is having a stronk
558871082065461258,will h,6,stronk
558871121504763907,will h,9,>identify
558871138550284289,whiskers,0,
558871215440396309,will h,8,>similar
558871215851438111,whiskers,78,<:red_x:520403429835800576> <@536046318108409856> Please include an image url!
558871232418807817,will h,96,>similar https://cdn.discordapp.com/attachments/528976409943867392/558871121504763906/image0.jpg
558871246679310377,whiskers,0,
558871278459682816,will h,20,lol good job wshiker
559074365917102111,IntactBurrito (bean gang),22,<@!193388940831490048>
559077701156077579,Capt. Yeet,5,!rank
559077703840694284,MEE6,0,
559089884980183040,Yung Dramps,13,>query bowser
559089891263119371,whiskers,0,
